Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-10-06 00:00:00-04:00,22.18657998898926,22.34196476166152,22.068932558574367,22.11332893371582,148204800,0.0,0.0
2014-10-07 00:00:00-04:00,22.07115610296001,22.22432065640423,21.915773000588192,21.920211791992188,168376800,0.0,0.0
2014-10-08 00:00:00-04:00,21.922430316690534,22.444075483548517,21.822539735665387,22.375263214111328,229618800,0.0,0.0
2014-10-09 00:00:00-04:00,22.539520201612607,22.72597986535554,22.333081749012496,22.424091339111328,309506000,0.0,0.0
2014-10-10 00:00:00-04:00,22.350842862889195,22.648290939747362,22.26427205284549,22.359722137451172,265326400,0.0,0.0
2014-10-13 00:00:00-04:00,22.49290798016805,22.592796855775134,22.155502319335938,22.155502319335938,214333600,0.0,0.0
2014-10-14 00:00:00-04:00,22.28425365487656,22.313110032874526,21.880255895161035,21.920211791992188,254754400,0.0,0.0
2014-10-15 00:00:00-04:00,21.747069056677784,22.00900176877145,21.1277535333322,21.65161895751953,403734400,0.0,0.0
2014-10-16 00:00:00-04:00,21.209885524369128,21.691574810412263,21.178808905498517,21.367488861083984,288618000,0.0,0.0
2014-10-17 00:00:00-04:00,21.642735774619855,21.975700940383238,21.48957125643321,21.680471420288086,272718800,0.0,0.0
2014-10-20 00:00:00-04:00,21.82475824082989,22.188800046213156,21.80256090021843,22.144405364990234,310069200,0.0,0.0
2014-10-21 00:00:00-04:00,22.868050279978437,22.868050279978437,22.479590861477227,22.74596405029297,378495600,0.0,0.0
2014-10-22 00:00:00-04:00,22.828092302899577,23.110003774984428,22.77481834741801,22.86138916015625,273052400,0.0,0.0
2014-10-23 00:00:00-04:00,23.103344299493685,23.31866205293887,23.003453729637954,23.269826889038086,284298800,0.0,0.0
2014-10-24 00:00:00-04:00,23.34752026076664,23.41633252791872,23.203234999776388,23.356399536132812,188215600,0.0,0.0
2014-10-27 00:00:00-04:00,23.274269119185885,23.41411559894142,23.240972257646533,23.33198356628418,136750800,0.0,0.0
2014-10-28 00:00:00-04:00,23.396355680233068,23.693803787231445,23.385256162518775,23.693803787231445,192243600,0.0,0.0
2014-10-29 00:00:00-04:00,23.67381969892794,23.833643222960408,23.609446240995524,23.826982498168945,210751600,0.0,0.0
2014-10-30 00:00:00-04:00,23.742637457669495,23.829208271023955,23.507342600198243,23.74707794189453,162619200,0.0,0.0
2014-10-31 00:00:00-04:00,23.97571572569238,23.982374759025536,23.79813360024774,23.973495483398438,178557200,0.0,0.0
2014-11-03 00:00:00-05:00,24.022329017737917,24.48404115763331,23.975714094029517,24.28426170349121,209130400,0.0,0.0
2014-11-04 00:00:00-05:00,24.275386598394686,24.304242977014276,23.911344727668155,24.1066837310791,166297600,0.0,0.0
2014-11-05 00:00:00-05:00,24.21766642446328,24.262062796711817,24.002348676316085,24.164392471313477,149743600,0.0,0.0
2014-11-06 00:00:00-05:00,24.211215466692124,24.25357449167112,24.032864989571078,24.233509063720703,139874000,0.1175,0.0
2014-11-07 00:00:00-05:00,24.24465332185203,24.371728678123983,24.200066134030788,24.3026180267334,134766000,0.0,0.0
2014-11-10 00:00:00-05:00,24.304846637780965,24.37395899132139,24.226818207227794,24.262489318847656,108782000,0.0,0.0
2014-11-11 00:00:00-05:00,24.23351012681627,24.46759715811653,24.166629332796557,24.456449508666992,109769200,0.0,0.0
2014-11-12 00:00:00-05:00,24.385104768647906,24.842131102972488,24.38287659985631,24.802001953125,187769600,0.0,0.0
2014-11-13 00:00:00-05:00,24.924618312914205,25.29246685464879,24.88002942541549,25.152015686035156,238091600,0.0,0.0
2014-11-14 00:00:00-05:00,25.225586301965574,25.457443416370985,24.793083444238928,25.45521354675293,176254400,0.0,0.0
2014-11-17 00:00:00-05:00,25.475275979972594,26.146323826069043,25.25902626295739,25.412853240966797,186986800,0.0,0.0
2014-11-18 00:00:00-05:00,25.401710450023824,25.791854318156542,25.390562802005977,25.742807388305664,176896000,0.0,0.0
2014-11-19 00:00:00-05:00,25.736111604904952,25.802992369870466,25.370491313573172,25.5644474029541,167476800,0.0,0.0
2014-11-20 00:00:00-05:00,25.617957200475512,26.05268817923362,25.60457968512698,25.930070877075195,173582000,0.0,0.0
2014-11-21 00:00:00-05:00,26.197601125694867,26.210976941199768,25.86765016913981,25.965744018554688,228717200,0.0,0.0
2014-11-24 00:00:00-05:00,26.050464346747198,26.478507517470963,25.999189245519982,26.447296142578125,189803200,0.0,0.0
2014-11-25 00:00:00-05:00,26.545383872815233,26.69698267335934,26.184221574224043,26.217662811279297,275361600,0.0,0.0
2014-11-26 00:00:00-05:00,26.293466186493305,26.552074935274764,26.26894272313142,26.529781341552734,163073200,0.0,0.0
2014-11-28 00:00:00-05:00,26.589973973183948,26.618957175562297,26.317989410818047,26.514175415039062,99257600,0.0,0.0
2014-12-01 00:00:00-05:00,26.487421942637233,26.585515794676663,24.806459146564876,25.653629302978516,335256000,0.0,0.0
2014-12-02 00:00:00-05:00,25.303613536381857,25.805227020583256,25.136409041648054,25.55553436279297,237395600,0.0,0.0
2014-12-03 00:00:00-05:00,25.805230649830534,25.938993924251626,25.662549596995728,25.845359802246094,172253600,0.0,0.0
2014-12-04 00:00:00-05:00,25.80968569547652,26.12848900800329,25.702675768706374,25.747262954711914,168178000,0.0,0.0
