Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-10-06 00:00:00-04:00,39.43346736164489,39.58737101133314,39.2624629440315,39.40781784057617,20604000,0.0,0.0
2014-10-07 00:00:00-04:00,39.21117780634066,39.27102888448309,38.8349673018578,38.929019927978516,25723700,0.0,0.0
2014-10-08 00:00:00-04:00,38.886252310205094,40.09182861573911,38.766550207216106,39.99777603149414,33031000,0.0,0.0
2014-10-09 00:00:00-04:00,39.758392875060466,40.01489798321684,39.10857971695501,39.20262908935547,34422800,0.0,0.0
2014-10-10 00:00:00-04:00,38.9888639030173,39.43347416081721,37.578084553143846,37.646484375,51978100,0.0,0.0
2014-10-13 00:00:00-04:00,37.46693829648937,38.09965389255289,37.18478367752692,37.32158660888672,37100200,0.0,0.0
2014-10-14 00:00:00-04:00,37.50967479996023,37.9457362256054,37.2446210526445,37.38997268676758,38115700,0.0,0.0
2014-10-15 00:00:00-04:00,36.76581325248035,37.099270106629085,35.996294926261484,36.95391845703125,60218700,0.0,0.0
2014-10-16 00:00:00-04:00,36.363961575099886,36.834224693236735,36.09890773939262,36.54351806640625,49040400,0.0,0.0
2014-10-17 00:00:00-04:00,36.93683061362222,37.569543004033704,36.58627286714033,37.30448913574219,40683300,0.0,0.0
2014-10-20 00:00:00-04:00,36.817123447347974,37.74054237496059,36.60336867335147,37.68924331665039,34527900,0.0,0.0
2014-10-21 00:00:00-04:00,37.928638835616376,38.45874963909634,37.78328392691033,38.37324905395508,36433800,0.0,0.0
2014-10-22 00:00:00-04:00,38.47585441953469,38.53570548770065,37.817489408070465,37.945743560791016,33570900,0.0,0.0
2014-10-23 00:00:00-04:00,38.150941582171846,38.860608819457134,38.07398975236547,38.492950439453125,45451900,0.0,0.0
2014-10-24 00:00:00-04:00,40.04053039028313,40.10038144299141,38.62974812127291,39.4420166015625,61076700,0.0,0.0
2014-10-27 00:00:00-04:00,39.08291705929622,39.41637394190604,39.08291705929622,39.25392150878906,30371300,0.0,0.0
2014-10-28 00:00:00-04:00,39.211180594193024,39.75839235419491,39.134228736590295,39.74984359741211,29049800,0.0,0.0
2014-10-29 00:00:00-04:00,39.7070659216893,39.929372602748195,39.62156535921274,39.86096954345703,30276100,0.0,0.0
2014-10-30 00:00:00-04:00,39.60448608158263,39.60448608158263,39.13422620954987,39.37363052368164,30073900,0.0,0.0
2014-10-31 00:00:00-04:00,40.13458686979354,40.16023965526873,39.74127894998272,40.14313888549805,35849700,0.0,0.0
2014-11-03 00:00:00-05:00,40.09183589709554,40.57919641157087,39.95503300288559,40.562095642089844,23130400,0.0,0.0
2014-11-04 00:00:00-05:00,40.442400385667646,40.810058837853255,40.39965008552396,40.673255920410156,21530800,0.0,0.0
2014-11-05 00:00:00-05:00,40.869905116839924,40.95540896873757,40.40819410150799,40.921207427978516,22449600,0.0,0.0
2014-11-06 00:00:00-05:00,40.92120357553114,41.77622244418281,40.86135251565657,41.63941955566406,33037800,0.0,0.0
2014-11-07 00:00:00-05:00,41.82752480072638,41.82752480072638,41.28886521920461,41.62232208251953,28000600,0.0,0.0
2014-11-10 00:00:00-05:00,41.59669232587753,42.024201997215876,41.511188434625886,41.80189514160156,36370100,0.0,0.0
2014-11-11 00:00:00-05:00,41.76767019690158,41.85317404027454,41.59666903343191,41.78477096557617,23445200,0.0,0.0
2014-11-12 00:00:00-05:00,41.519726547260824,41.827530667745826,41.4855250022162,41.707828521728516,22722100,0.0,0.0
2014-11-13 00:00:00-05:00,41.733481137686994,42.45169727244137,41.64797727543121,42.41749572753906,26210400,0.0,0.0
2014-11-14 00:00:00-05:00,42.52864861949298,42.7937024352841,42.229389997561356,42.391845703125,29081700,0.0,0.0
2014-11-17 00:00:00-05:00,42.24649149023475,42.502996555093986,42.01563595336978,42.289241790771484,30318600,0.0,0.0
2014-11-18 00:00:00-05:00,42.272037778667084,42.44412081597493,41.90206039722906,41.93647766113281,23995500,0.31,0.0
2014-11-19 00:00:00-05:00,41.867631772427444,41.94506895409263,41.23953164656982,41.489051818847656,26177500,0.0,0.0
2014-11-20 00:00:00-05:00,41.29975741815653,41.90204620361328,41.18790298946361,41.90204620361328,21510600,0.0,0.0
2014-11-21 00:00:00-05:00,42.17737972067051,42.20319102001252,40.92978216451681,41.28255081176758,42884800,0.0,0.0
2014-11-24 00:00:00-05:00,41.291153096383454,41.29975576799619,40.77490417995769,40.94698715209961,35434200,0.0,0.0
2014-11-25 00:00:00-05:00,41.00722706362099,41.27395590846527,40.82654136979612,40.84375,28008000,0.0,0.0
2014-11-26 00:00:00-05:00,40.86094638582774,41.2911521653777,40.680257463937444,41.084651947021484,27163600,0.0,0.0
